"STATION","NAME","DATE","ACMH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-02-28",,," 1050"," 1230","0.8","0.0","0.0",,"6.1","0.6","  255","  170",,,,"5.8",,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-01",,," 1050"," 1050","59.9","0.0","0.0",,"11.1","2.8","    0","  100",,,"   90","6.7",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-02",,," 1150"," 1123","0.0","0.0","0.0",,"8.3","2.8","  116","  270",,,"  270","7.2",,,"13.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-03",,," 2250"," 2111","0.0","0.0","0.0",,"7.2","1.1","  299","  280",,,"  270","5.4",,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-04",,," 1050"," 0807","0.0","0.0","0.0",,"5.0","-1.1","  569","   40",,,"  360","6.7",,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-05",,," 1650"," 1107","0.0","0.0","0.0",,"5.0","-2.8","  663","   40",,,"   23","5.8",,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-06",,," 2050"," 1358","0.0","0.0","0.0",,"13.3","-0.6","  557","  250",,,"  270","5.4",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-07",,," 1450"," 1647","0.0","0.0","0.0",,"21.7","7.2","  693","  290",,,"  293","5.8",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-08",,," 1650"," 1509","0.0","0.0","0.0",,"24.4","12.2","  625","  180",,,"  248","6.3",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-09",,," 2350"," 2354","0.0","0.0","0.0",,"16.7","-5.0","  307","  330",,,"  338","9.8",,,"15.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-10",,," 0850"," 0032","0.0","0.0","0.0",,"-2.2","-9.4","  507","   20",,,"  360","9.8",,,"17.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-11",,," 0350"," 0504","0.0","0.0","0.0",,"1.7","-8.9","  703","   40",,,"   45","6.3",,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-12",,," 1150"," 1103","5.3","41.0","0.0",,"0.6","-0.6","    0","   40",,,"   90","7.2",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-13",,," 0650"," 2010","0.3","8.0","51.0",,"4.4","0.0","   50","   60",,,"  360","7.2",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-14",,," 1350"," 0543","0.0","0.0","0.0",,"7.8","-0.6","  640","  360",,,"  338","6.7",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-15",,," 1950"," 2000","0.0","0.0","0.0",,"9.4","1.1","  528","  270",,,"  270","4.0",,,"5.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-16",,," 1750"," 1630","0.0","0.0","0.0",,"7.8","-1.1","  708","  350",,,"  315","7.6",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-17",,," 1250"," 0942","0.0","0.0","0.0",,"8.9","-0.6","  720","  360",,,"  338","6.7",,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-18",,," 1350"," 1127","0.0","0.0","0.0",,"12.8","1.1","  723","   40",,,"  360","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-19",,," 2250"," 1838","0.0","0.0","0.0",,"13.9","0.6","  674","  350",,,"   45","5.8",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-20",,," 1650"," 2150","0.0","0.0","0.0",,"8.9","1.7","  192","  270",,,"  360","5.4",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-21",,," 1550"," 1158","1.0","0.0","0.0",,"9.4","1.1","  257","   60",,,"  360","6.7",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-22",,," 0650"," 0816","0.8","0.0","0.0",,"13.3","3.3","  610","   50",,,"   45","8.0",,,"13.4",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-23",,," 0050"," 1510","0.0","0.0","0.0",,"18.9","6.1","  726","   50",,,"   45","6.7",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-24",,," 1950"," 1331","0.0","0.0","0.0",,"21.7","5.0","  739","  160",,,"   90","5.8",,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-25",,," 1950"," 2112","0.0","0.0","0.0",,"21.1","10.0","  720","  160",,,"  180","6.3",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-26",,," 0350"," 1450","0.0","0.0","0.0",,"19.4","9.4","  510","  150",,,"  270","6.3",,,"9.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-27",,," 1650"," 1520","0.0","0.0","0.0",,"19.4","10.6","  722","  140",,,"  158","5.4",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-28",,," 1050"," 1022","7.1","0.0","0.0",,"17.2","8.3","  346","   50",,,"   45","7.6",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-29",,," 1850"," 1727","0.0","0.0","0.0",,"18.3","10.0","  731","  160",,,"  180","5.8",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-30",,," 1150"," 2232","10.2","0.0","0.0",,"16.1","8.9","  290","  160",,,"  158","5.8",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03-31",,," 2150"," 1315","40.6","0.0","0.0",,"15.0","2.8","    0","  310",,,"  180","7.6",,,"19.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-01",,," 0050"," 0045","0.0","0.0","0.0",,"8.9","-0.6","  761","  300",,,"  293","7.2",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-02",,," 0850"," 1650","0.0","0.0","0.0",,"13.9","2.8","  478","  210",,,"  158","6.7",,,"10.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-03",,," 2050"," 1930","12.4","0.0","0.0",,"15.0","6.1","  150","   50",,,"   68","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-04",,," 1250"," 1325","50.5","0.0","0.0",,"13.3","6.7","   71","   90",,,"   90","10.7",,,"19.0",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-05",,," 1450"," 1450","0.3","0.0","0.0",,"14.4","5.6","  387","   50",,,"   45","7.6",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-06",,," 0850"," 0630","14.0","0.0","0.0",,"7.8","5.6","    0","   50",,,"   45","5.8",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-07",,," 1750"," 1554","4.8","0.0","0.0",,"13.9","6.1","  148","  310",,,"  270","5.4",,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-08",,," 1550"," 1113","0.0","0.0","0.0",,"13.3","7.2","  552","  300",,,"  360","6.7",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-09",,," 1550"," 1541","0.0","0.0","0.0",,"16.1","7.8","  140","  290",,,"  293","6.3",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-10",,," 1550"," 1656","0.0","0.0","0.0",,"22.2","8.9","  784","  240",,,"  248","5.4",,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-11",,," 1550"," 2040","0.0","0.0","0.0",,"25.0","10.6","  731","  160",,,"  180","6.3",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-12",,," 1750"," 1754","12.7","0.0","0.0",,"21.7","10.6","  508","   90",,,,"6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-13",,," 1150"," 0615","5.3","0.0","0.0",,"12.2","6.7","   16","   10",,,"   45","7.2",,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-14",,," 1650"," 1217","0.0","0.0","0.0",,"20.0","7.2","  729","  150",,,"  225","4.5",,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-15",,," 2350"," 2359","0.0","0.0","0.0",,"16.7","8.3","   35","   70",,,"   68","4.5",,,"5.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-16",,," 2350"," 2311","0.3","0.0","0.0",,"9.4","6.7","    0","   40",,,"   45","7.2",,,"13.4",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-17",,," 0050"," 0850","15.5","0.0","0.0",,"11.1","6.7","    0","   40",,,"   68","8.9",,,"14.4",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-18",,," 1050"," 0304","2.0","0.0","0.0",,"18.3","11.1","    0","   60",,,"   45","7.2",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-19",,," 0950"," 1836","0.0","0.0","0.0",,"24.4","13.9","  559","   30",,,"   45","5.4",,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-20",,," 2250"," 1302","0.0","0.0","0.0",,"23.9","13.9","  267","   40",,,"   68","6.7",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-21",,," 1150"," 0918","0.0","0.0","0.0",,"25.0","13.9","  471","  100",,,"  360","6.7",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-22",,," 2050"," 1050","0.0","0.0","0.0",,"20.6","10.0","  357","   50",,,"   45","6.3",,,"12.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-23",,," 0550"," 0526","0.0","0.0","0.0",,"11.7","8.3","    0","   40",,,"   45","5.4",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-24",,," 2250"," 2315","16.3","0.0","0.0",,"16.7","7.8","    0","   30",,,"   23","8.0",,,"12.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-25",,," 0950"," 0930","6.1","0.0","0.0",,"15.0","6.7","  569","   50",,,"   45","10.3",,,"15.4",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-26",,," 1150"," 0915","0.0","0.0","0.0",,"18.9","6.7","  825","   60",,,"   45","7.2",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-27",,," 2150"," 1905","0.0","0.0","0.0",,"15.6","5.6","  828","   60",,,"   90","7.2",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-28",,," 1150"," 0630","8.6","0.0","0.0",,"6.7","4.4","    0","   50",,,"   68","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-29",,," 1650"," 1850","1.0","0.0","0.0",,"17.8","4.4","  391","  230",,,"  270","5.8",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04-30",,," 0850"," 0854","0.0","0.0","0.0",,"14.4","9.4","  626","  290",,,"  293","8.9",,,"12.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-01",,," 1450"," 1527","0.0","0.0","0.0",,"19.4","6.7","  809","  280",,,"  270","6.3",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-02",,," 1550"," 1258","0.0","0.0","0.0",,"17.2","11.1","   95","  220",,,"  225","5.4",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-03",,," 1650"," 1648","9.9","0.0","0.0",,"15.0","8.9","   34","   40",,,"   45","8.0",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-04",,," 1750"," 1740","10.4","0.0","0.0",,"8.9","6.7","    0","   40",,,"   45","9.4",,,"12.9",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-05",,," 0850"," 0856","1.3","0.0","0.0",,"10.0","6.7","    0","   30",,,"   23","7.2",,,"12.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-06",,," 0450"," 1246","0.5","0.0","0.0",,"17.8","8.3","  200","   20",,,"  293","5.4",,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-07",,," 1450"," 1505","0.5","0.0","0.0",,"27.2","10.0","  638","  270",,,"  270","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-08",,," 0250"," 0613","0.0","0.0","0.0",,"20.6","11.1","  388","   40",,,"   45","5.8",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-09",,," 1750"," 1629","0.0","0.0","0.0",,"26.1","10.0","  836","  230",,,"  225","6.7",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-10",,," 1650"," 1656","0.0","0.0","0.0",,"32.2","15.6","  832","  280",,,"  270","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-11",,," 1750"," 0853","0.0","0.0","0.0",,"25.6","16.1","  859","  150",,,"  135","4.0",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-12",,," 1450"," 1350","0.0","0.0","0.0",,"31.1","16.1","  627","   20",,,"  315","6.3",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-13",,," 0450"," 0803","0.0","0.0","0.0",,"20.0","7.8","  863","   40",,,"   45","8.0",,,"13.4",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-14",,," 2350"," 1830","0.0","0.0","0.0",,"21.1","6.1","  865","  230",,,"  158","5.4",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-15",,," 0250"," 1535","2.0","0.0","0.0",,"25.0","12.8","  311","  230",,,"  315","6.3",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-16",,," 0750"," 0610","0.0","0.0","0.0",,"21.7","8.9","  869","  360",,,"   23","5.8",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-17",,," 1550"," 0145","0.0","0.0","0.0",,"30.6","14.4","  756","  230",,,"  248","5.8",,,"9.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-18",,," 2250"," 1536","5.6","0.0","0.0",,"27.2","12.8","  611","   50",,,"  113","7.2",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-19",,," 1350"," 1200","4.1","0.0","0.0",,"13.3","10.6","    0","   50",,,"   68","7.6",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-20",,," 0950"," 0950","1.5","0.0","0.0",,"12.8","10.6","    0","   60",,,"   68","7.2",,,"10.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-21",,," 2350"," 0625","0.0","0.0","0.0",,"22.8","11.7","  397","   40",,,"   68","6.7",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-22",,," 1450"," 1344","0.0","0.0","0.0",,"26.1","13.9","  666","  170",,,"  180","5.4",,,"7.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-23",,," 1945"," 1939","1.0","0.0","0.0",,"26.1","13.3","   80","  100",,,"   90","5.8",,,"7.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-24",,," 2345"," 2027","0.0","0.0","0.0",,"24.4","12.2","  100","   50",,,"  113","5.4",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-25",,," 2350"," 1321","0.0","0.0","0.0",,"17.2","11.7","   87","  140",,,"  135","4.0",,,"4.6",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-26",,," 1440"," 1455","0.0","0.0","0.0",,"16.1","11.1","    8","  180",,,"  338","4.0",,,"4.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-27",,," 0950"," 1000","0.0","0.0","0.0",,"16.1","11.7","    0","   80",,,"   90","4.5",,,"4.6",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-28",,," 1050"," 1733","0.0","0.0","0.0",,"30.0","13.3","  518","  240",,,"  225","4.0",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-29",,," 1050"," 1136","0.0","0.0","0.0",,"35.6","21.7","  657","  340",,,"  293","5.4",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-30",,," 1550"," 1506","0.0","0.0","0.0",,"36.1","23.3","  866","  240",,,"  270","3.6",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05-31",,," 1350"," 1647","0.0","0.0","0.0",,"34.4","24.4","  710","  230",,,"  293","6.7",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-01",,," 1150"," 2157","0.0","0.0","0.0",,"33.9","22.2","  782","  240",,,"   68","5.4",,,"5.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-02",,," 0650"," 0635","2.5","0.0","0.0",,"25.6","18.3","  137","  280",,,"  270","5.4",,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-03",,," 0350"," 0323","0.0","0.0","0.0",,"18.9","15.0","    0","   60",,,"   45","6.3",,,"8.2",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-04",,," 0950"," 0730","30.7","0.0","0.0",,"17.2","15.0","    0","   70",,,"   45","3.6",,,"6.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-05",,," 0850"," 1815","0.0","0.0","0.0",,"27.2","16.7","  717","   50",,,"  270","5.4",,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-06",,," 1450"," 1545","0.0","0.0","0.0",,"24.4","16.1","  860","  270",,,"  315","5.4",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-07",,," 1545"," 1625","0.5","0.0","0.0",,"21.7","15.6","   68","  160",,,"  158","4.0",,,"5.1",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-08",,," 2150"," 2003","0.3","0.0","0.0",,"31.7","17.2","  606","  260",,,"  248","7.2",,,"18.0",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-09",,," 0050"," 1705","2.3","0.0","0.0",,"26.7","16.1","  447","  270",,,"  293","6.7",,,"9.8",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-10",,," 0250"," 1648","0.0","0.0","0.0",,"25.0","13.3","  901","  290",,,"  293","6.7",,,"10.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-11",,," 2250"," 2337","0.0","0.0","0.0",,"25.6","13.3","  849","  220",,,"  225","6.7",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-12",,," 0550"," 0704","2.5","0.0","0.0",,"22.8","18.3","   60","  220",,,"  225","7.2",,,"9.3",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-13",,," 0550"," 0713","0.3","0.0","0.0",,"29.4","20.6","  369","  250",,,"  225","5.4",,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-14",,," 1850"," 1806","0.0","0.0","0.0",,"31.1","18.3","  833","  230",,,"  225","4.5",,,"5.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-15",,," 1250"," 1550","0.3","0.0","0.0",,"34.4","22.8","  650","  250",,,"  270","5.8",,,"7.7",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-16",,," 1950"," 1950","0.0","0.0","0.0",,"31.1","20.0","  861","  190",,,"  180","5.4",,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-17",,," 1550"," 0831","0.0","0.0","0.0",,"27.8","18.3","  905","   40",,,"   45","5.4",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-18",,," 2350"," 2350","0.0","0.0","0.0",,"31.1","17.2","  892","  220",,,"  225","5.4",,,"5.1",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-19",,," 1850"," 1628","0.0","0.0","0.0",,"31.7","20.0","  721","  220",,,"  225","6.3",,,"8.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-20",,," 2350"," 1635","0.0","0.0","0.0",,"35.6","23.3","  614","  250",,,"  135","5.4",,,"5.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-21",,," 1550"," 1946","34.3","0.0","0.0",,"25.6","20.6","    7","   40",,,"  360","5.4",,,"7.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-22",,," 1550"," 1102","2.8","0.0","0.0",,"24.4","20.0","   87","  140",,,"  180","3.6",,,"5.7",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-23",,," 1350"," 1246","0.0","0.0","0.0",,"30.0","17.2","  254","   50",,,"   23","6.3",,,"11.3",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-24",,," 0950"," 0003","0.0","0.0","0.0",,"27.8","14.4","  905","   70",,,"   68","4.0",,,"6.2",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-25",,," 2050"," 0000","0.0","0.0","0.0",,"32.2","18.3","  905","  120",,,"  113","6.3",,,"8.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-26",,," 2350"," 0330","1.3","0.0","0.0",,"18.3","16.1","    0","   70",,,"   68","5.8",,,"7.7",,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-27",,," 2245"," 2235","20.1","0.0","0.0",,"22.8","18.3","  145","  240",,,"  248","4.5",,,"7.7",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-28",,," 1545"," 2209","0.0","0.0","0.0",,"25.0","16.1","  785","  280",,,"  225","5.4",,,"6.7",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-29",,," 2355"," 2359","0.0","0.0","0.0",,"30.6","18.3","  843","  230",,,"  225","6.3",,,"11.8",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06-30",,," 0650"," 1917","2.3","0.0","0.0",,"32.8","21.7","  618","  240",,,"  248","6.3",,,"11.3",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-07-01",,," 1850"," 1850","12.2","0.0","0.0",,"30.0","20.0","  576","   40",,,"   45","5.4",,,"11.8",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-07-02",,," 1150"," 1305","19.6","0.0","0.0",,"20.6","17.8","    0","   70",,,"   45","5.8",,,"7.7",,,"    1",,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-07-03",,," 1650"," 1545","3.0","0.0","0.0",,"31.1","18.3","  441","  240",,,"  270","5.4",,,"8.2",,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-07-04",,," 1150"," 1717","0.0","0.0","0.0",,"30.6","23.3","  240","  230",,,"  248","5.8",,,"8.2",,,,,,,,,,,,,,,,,,,
