"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2003-01-01","2003","01","01","","2.3","","-9.6","","-3.7","","21.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2003-01-02","2003","01","02","","-7.4","","-11.8","","-9.6","","27.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2003-01-03","2003","01","03","","-2.2","","-8.0","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2003-01-04","2003","01","04","","-3.5","","-5.6","","-4.6","","22.6","","0.0","","0.0","","5.7","","5.7","","1","","","","",""
"2003-01-05","2003","01","05","","-1.5","","-7.1","","-4.3","","22.3","","0.0","","0.0","","0.5","","0.2","","4","","","","",""
"2003-01-06","2003","01","06","","-0.4","","-8.4","","-4.4","","22.4","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-07","2003","01","07","","-5.6","","-12.9","","-9.3","","27.3","","0.0","","0.2","","1.6","","1.6","","4","","","","",""
"2003-01-08","2003","01","08","","-1.0","","-9.4","","-5.2","","23.2","","0.0","","0.0","T","5.4","","4.6","","8","","","","",""
"2003-01-09","2003","01","09","","-9.4","","-15.3","","-12.4","","30.4","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2003-01-10","2003","01","10","","-9.6","","-17.4","","-13.5","","31.5","","0.0","","0.0","","0.0","T","0.0","T","6","","","","",""
"2003-01-11","2003","01","11","","-10.7","","-18.8","","-14.8","","32.8","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2003-01-12","2003","01","12","","-6.2","","-11.8","","-9.0","","27.0","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2003-01-13","2003","01","13","","-2.4","","-13.9","","-8.2","","26.2","","0.0","","0.0","","4.5","","3.1","","5","","","","",""
"2003-01-14","2003","01","14","","-13.9","","-21.9","","-17.9","","35.9","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-15","2003","01","15","","-12.1","","-22.3","","-17.2","","35.2","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-16","2003","01","16","","-10.2","","-20.0","","-15.1","","33.1","","0.0","","0.0","","0.4","","0.2","","4","","","","",""
"2003-01-17","2003","01","17","","-12.2","","-22.5","","-17.4","","35.4","","0.0","","0.0","","0.8","","0.6","","5","","","","",""
"2003-01-18","2003","01","18","","-11.5","","-24.9","","-18.2","","36.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2003-01-19","2003","01","19","","-5.8","","-18.3","","-12.1","","30.1","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-20","2003","01","20","","-7.0","","-18.8","","-12.9","","30.9","","0.0","","0.0","","0.4","","0.4","","5","","","","",""
"2003-01-21","2003","01","21","","-18.6","","-23.1","","-20.9","","38.9","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-01-22","2003","01","22","","-19.5","","-25.0","","-22.3","","40.3","","0.0","","0.0","","0.2","","0.2","","4","","","","",""
"2003-01-23","2003","01","23","","-15.5","","-20.7","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-24","2003","01","24","","-13.2","E","-19.2","E","-16.2","E","34.2","E","0.0","E","0.0","","0.0","","0.0","","4","","","","",""
"2003-01-25","2003","01","25","","-5.1","","-17.6","","-11.4","","29.4","","0.0","","0.0","","2.4","","2.4","","4","","","","",""
"2003-01-26","2003","01","26","","-4.9","","-18.3","","-11.6","","29.6","","0.0","","0.0","","3.4","","2.8","","6","","","","",""
"2003-01-27","2003","01","27","","-17.5","","-25.7","","-21.6","","39.6","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2003-01-28","2003","01","28","","-13.0","","-25.3","","-19.2","","37.2","","0.0","","0.0","","0.2","","0.0","T","5","","","","",""
"2003-01-29","2003","01","29","","-7.1","","-16.7","","-11.9","","29.9","","0.0","","0.0","","2.0","","0.8","","5","","","","",""
"2003-01-30","2003","01","30","","-3.7","","-21.2","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2003-01-31","2003","01","31","","-2.9","","-16.4","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-02-01","2003","02","01","","0.6","","-4.8","","-2.1","","20.1","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2003-02-02","2003","02","02","","3.1","","-1.8","","0.7","","17.3","","0.0","","0.2","","0.2","","0.2","","5","","","","",""
"2003-02-03","2003","02","03","","-0.7","","-7.5","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-02-04","2003","02","04","","3.2","","-7.9","","-2.4","","20.4","","0.0","","17.0","","1.2","","19.6","","6","","","","",""
"2003-02-05","2003","02","05","","-7.7","","-13.9","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"2003-02-06","2003","02","06","","-5.3","","-16.0","","-10.7","","28.7","","0.0","","0.0","","1.2","","0.6","","3","","","","",""
"2003-02-07","2003","02","07","","-5.3","","-14.3","","-9.8","","27.8","","0.0","","0.0","","1.3","","0.6","","4","","","","",""
"2003-02-08","2003","02","08","","-3.7","","-16.4","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-02-09","2003","02","09","","-4.1","","-13.5","","-8.8","","26.8","","0.0","","0.0","","4.4","","2.6","","4","","","","",""
"2003-02-10","2003","02","10","","-3.5","","-14.8","","-9.2","","27.2","","0.0","","0.0","","1.8","","1.4","","4","","","","",""
"2003-02-11","2003","02","11","","-14.3","","-24.8","","-19.6","","37.6","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-02-12","2003","02","12","","-11.2","","-21.1","","-16.2","","34.2","","0.0","","0.0","","1.8","","1.8","","5","","","","",""
"2003-02-13","2003","02","13","","-19.4","","-25.1","","-22.3","","40.3","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-14","2003","02","14","","-16.3","","-24.8","","-20.6","","38.6","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-15","2003","02","15","","-18.0","","-25.7","","-21.9","","39.9","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-16","2003","02","16","","-18.4","","-25.9","","-22.2","","40.2","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-17","2003","02","17","","-12.5","","-22.5","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-18","2003","02","18","","-4.5","","-12.8","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-02-19","2003","02","19","","1.9","","-7.3","","-2.7","","20.7","","0.0","","0.0","","0.6","","0.4","","4","","","","",""
"2003-02-20","2003","02","20","","2.5","","-3.7","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-02-21","2003","02","21","","4.1","","-3.5","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"2003-02-22","2003","02","22","","-3.1","","-6.7","","-4.9","","22.9","","0.0","","0.2","","11.6","","13.8","","0","T","","","",""
"2003-02-23","2003","02","23","","-3.6","","-12.6","","-8.1","","26.1","","0.0","","1.6","","7.6","","21.6","","7","","","","",""
"2003-02-24","2003","02","24","","-11.9","","-16.7","","-14.3","","32.3","","0.0","","0.0","","0.2","","0.2","","9","","","","",""
"2003-02-25","2003","02","25","","-13.8","","-20.8","","-17.3","","35.3","","0.0","","0.0","","0.0","T","0.0","T","9","","","","",""
"2003-02-26","2003","02","26","","-10.6","","-23.0","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2003-02-27","2003","02","27","","-4.4","","-19.4","","-11.9","","29.9","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2003-02-28","2003","02","28","","-2.2","","-15.7","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2003-03-01","2003","03","01","","2.3","","-14.5","","-6.1","","24.1","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2003-03-02","2003","03","02","","2.4","","-19.7","","-8.7","","26.7","","0.0","","1.0","","5.0","","6.8","","8","","","","",""
"2003-03-03","2003","03","03","","-18.8","","-26.8","","-22.8","","40.8","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"2003-03-04","2003","03","04","","-5.1","","-22.0","","-13.6","","31.6","","0.0","","0.0","","4.6","","3.2","","12","","","","",""
"2003-03-05","2003","03","05","","-4.9","","-10.2","","-7.6","","25.6","","0.0","","0.0","","13.2","","12.2","","19","","","","",""
"2003-03-06","2003","03","06","","-8.0","","-19.9","","-14.0","","32.0","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2003-03-07","2003","03","07","","-4.3","","-21.0","","-12.7","","30.7","","0.0","","0.0","","0.4","","0.2","","20","","","","",""
"2003-03-08","2003","03","08","","0.6","","-6.8","","-3.1","","21.1","","0.0","","0.0","","8.4","","9.0","","18","","","","",""
"2003-03-09","2003","03","09","","-2.2","","-16.1","","-9.2","","27.2","","0.0","","0.0","","3.0","","3.2","","30","","","","",""
"2003-03-10","2003","03","10","","-11.8","","-15.5","","-13.7","","31.7","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"2003-03-11","2003","03","11","","-2.9","","-14.2","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","18","","","","",""
"2003-03-12","2003","03","12","","2.5","","-10.0","","-3.8","","21.8","","0.0","","0.0","","0.4","","0.6","","17","","","","",""
"2003-03-13","2003","03","13","","-7.5","","-15.5","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2003-03-14","2003","03","14","","-6.0","","-18.3","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2003-03-15","2003","03","15","","1.3","","-8.9","","-3.8","","21.8","","0.0","","0.0","","4.4","","2.8","","20","","","","",""
"2003-03-16","2003","03","16","","6.6","","-10.0","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2003-03-17","2003","03","17","","5.7","","0.1","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2003-03-18","2003","03","18","","4.2","","-4.5","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2003-03-19","2003","03","19","","0.4","","-7.4","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2003-03-20","2003","03","20","","3.1","","-6.9","","-1.9","","19.9","","0.0","","23.8","","0.0","","23.8","","8","","","","",""
"2003-03-21","2003","03","21","","7.1","","0.9","","4.0","","14.0","","0.0","","11.4","","0.0","","11.4","","6","","","","",""
"2003-03-22","2003","03","22","","4.8","","1.8","","3.3","","14.7","","0.0","","2.4","","0.0","","2.4","","5","","","","",""
"2003-03-23","2003","03","23","","4.5","","0.9","","2.7","","15.3","","0.0","","1.2","","0.0","T","1.2","","2","","","","",""
"2003-03-24","2003","03","24","","8.4","","-0.3","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2003-03-25","2003","03","25","","10.8","","2.6","","6.7","","11.3","","0.0","","1.6","","0.0","","1.6","","0","T","","","",""
"2003-03-26","2003","03","26","","8.4","","1.6","","5.0","","13.0","","0.0","","1.2","","0.0","","1.2","","0","T","","","",""
"2003-03-27","2003","03","27","","8.1","","-1.1","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2003-03-28","2003","03","28","","11.6","","-0.8","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2003-03-29","2003","03","29","","13.7","","2.9","","8.3","","9.7","","0.0","","6.2","","0.0","","6.2","","0","T","","","",""
"2003-03-30","2003","03","30","","3.2","","-2.7","","0.3","","17.7","","0.0","","0.0","","2.5","","2.5","","0","T","","","",""
"2003-03-31","2003","03","31","","-1.3","","-7.4","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"2003-04-01","2003","04","01","","-0.1","","-9.2","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2003-04-02","2003","04","02","","3.1","","-2.4","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
