"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2006-01-01","2006","01","01","","-8.3","","-11.2","","-9.8","","27.8","","0.0","","0.0","","1.4","","0.8","","14","","","","",""
"2006-01-02","2006","01","02","","-2.8","","-8.4","","-5.6","","23.6","","0.0","","0.0","","0.2","","0.2","","14","","","","",""
"2006-01-03","2006","01","03","","-6.1","","-10.3","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"2006-01-04","2006","01","04","","-1.0","","-10.5","","-5.8","","23.8","","0.0","","0.0","","4.4","","4.4","","13","","","","",""
"2006-01-05","2006","01","05","","-0.5","","-3.5","","-2.0","","20.0","","0.0","","0.0","","7.0","","7.0","","16","","","","",""
"2006-01-06","2006","01","06","","-2.2","","-14.2","","-8.2","","26.2","","0.0","","0.0","","0.2","","0.2","","19","","","","",""
"2006-01-07","2006","01","07","","-8.5","","-18.0","","-13.3","","31.3","","0.0","","0.0","","0.4","","0.4","","19","","","","",""
"2006-01-08","2006","01","08","","-6.1","","-11.7","","-8.9","","26.9","","0.0","","0.0","","0.2","","0.2","","19","","","","",""
"2006-01-09","2006","01","09","","-0.8","","-6.1","","-3.5","","21.5","","0.0","","0.0","","7.6","","8.6","","19","","","","",""
"2006-01-10","2006","01","10","","-0.1","","-6.9","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2006-01-11","2006","01","11","","1.4","","-5.7","","-2.2","","20.2","","0.0","","5.6","","0.0","","5.6","","24","","","","",""
"2006-01-12","2006","01","12","","3.6","","-0.4","","1.6","","16.4","","0.0","","1.4","","0.0","","1.4","","23","","","","",""
