"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1992-01-01","1992","01","01","","-6.8","","-16.0","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1992-01-02","1992","01","02","","-5.1","","-14.9","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"1992-01-03","1992","01","03","","-1.3","","-8.8","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"1992-01-04","1992","01","04","","1.0","","-3.9","","-1.5","","19.5","","0.0","","13.2","","0.0","","13.2","","6","","","","<31",""
"1992-01-05","1992","01","05","","2.2","","0.4","","1.3","","16.7","","0.0","","2.2","","0.0","","2.2","","4","","","","<31",""
"1992-01-06","1992","01","06","","2.0","","-1.2","","0.4","","17.6","","0.0","","0.4","","0.0","","0.4","","2","","25","","43",""
"1992-01-07","1992","01","07","","0.7","","-9.7","","-4.5","","22.5","","0.0","","0.0","","0.4","","0.4","","0","T","32","","41",""
"1992-01-08","1992","01","08","","-8.0","","-11.7","","-9.9","","27.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1992-01-09","1992","01","09","","-5.1","","-10.2","","-7.7","","25.7","","0.0","","0.0","","11.6","","10.5","","0","T","","","<31",""
"1992-01-10","1992","01","10","","-4.3","","-9.2","","-6.8","","24.8","","0.0","","0.0","","0.4","","0.4","","8","","","","<31",""
"1992-01-11","1992","01","11","","-9.0","","-20.6","","-14.8","","32.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"1992-01-12","1992","01","12","","-11.2","","-20.9","","-16.1","","34.1","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"1992-01-13","1992","01","13","","2.7","","-13.0","","-5.2","","23.2","","0.0","","0.8","","0.8","","1.6","","8","","","","<31",""
"1992-01-14","1992","01","14","","4.6","","-14.9","","-5.2","","23.2","","0.0","","28.2","","1.8","","29.8","","7","","24","","74",""
"1992-01-15","1992","01","15","","-14.9","","-22.8","","-18.9","","36.9","","0.0","","0.0","","2.0","","1.6","","6","","26","","67",""
"1992-01-16","1992","01","16","","-22.8","","-27.7","","-25.3","","43.3","","0.0","","0.0","","0.0","","0.0","","5","","25","","37",""
"1992-01-17","1992","01","17","","-17.0","","-25.9","","-21.5","","39.5","","0.0","","0.0","","4.2","","3.4","","5","","","","<31",""
"1992-01-18","1992","01","18","","-14.2","","-21.4","","-17.8","","35.8","","0.0","","0.0","","0.0","T","0.0","T","4","","26","","57",""
"1992-01-19","1992","01","19","","-14.8","","-23.0","","-18.9","","36.9","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1992-01-20","1992","01","20","","-12.8","","-20.3","","-16.6","","34.6","","0.0","","0.0","","0.2","","0.2","","4","","","","<31",""
"1992-01-21","1992","01","21","","-10.4","","-18.7","","-14.6","","32.6","","0.0","","0.0","","0.6","","0.4","","4","","","","<31",""
"1992-01-22","1992","01","22","","-14.3","","-19.8","","-17.1","","35.1","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1992-01-23","1992","01","23","","1.6","","-15.9","","-7.2","","25.2","","0.0","","17.2","","0.6","","17.8","","5","","14","","57",""
"1992-01-24","1992","01","24","","3.5","","-20.7","","-8.6","","26.6","","0.0","","1.4","","0.8","","2.2","","1","","22","","67",""
"1992-01-25","1992","01","25","","-18.9","","-25.9","","-22.4","","40.4","","0.0","","0.0","","0.0","","0.0","","1","","26","","50",""
"1992-01-26","1992","01","26","","-13.4","","-19.3","","-16.4","","34.4","","0.0","","0.0","","0.8","","0.8","","1","","","","<31",""
"1992-01-27","1992","01","27","","-12.3","","-20.6","","-16.5","","34.5","","0.0","","0.0","","0.6","","0.4","","2","","","","<31",""
"1992-01-28","1992","01","28","","-7.9","","-17.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"1992-01-29","1992","01","29","","-0.3","","-10.8","","-5.6","","23.6","","0.0","","0.0","","0.0","T","0.0","T","2","","22","","37",""
"1992-01-30","1992","01","30","","0.1","","-1.4","","-0.7","","18.7","","0.0","","0.6","","1.4","","2.2","","2","","","","<31",""
"1992-01-31","1992","01","31","","-0.3","","-9.4","","-4.9","","22.9","","0.0","","0.0","","5.3","","5.0","","3","","3","","43",""
"1992-02-01","1992","02","01","","-8.0","","-18.6","","-13.3","","31.3","","0.0","","0.0","","0.2","","0.2","","7","","","","<31",""
"1992-02-02","1992","02","02","","-9.9","","-19.5","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1992-02-03","1992","02","03","","-6.8","","-20.5","","-13.7","","31.7","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1992-02-04","1992","02","04","","-8.0","","-15.8","","-11.9","","29.9","","0.0","","0.0","","12.2","","11.8","","7","","4","","41",""
"1992-02-05","1992","02","05","","-7.8","","-19.9","","-13.9","","31.9","","0.0","","0.0","","1.8","","1.6","","20","","28","","33",""
"1992-02-06","1992","02","06","","-11.8","","-23.6","","-17.7","","35.7","","0.0","","0.0","","0.0","","0.0","","19","","4","","39",""
"1992-02-07","1992","02","07","","-1.4","","-13.0","","-7.2","","25.2","","0.0","","0.0","","0.4","","0.4","","17","","4","","37",""
"1992-02-08","1992","02","08","","-3.4","","-8.9","","-6.2","","24.2","","0.0","","0.0","","2.0","","2.0","","17","","","","<31",""
"1992-02-09","1992","02","09","","-8.9","","-21.4","","-15.2","","33.2","","0.0","","0.0","","0.0","T","0.0","T","18","","26","","52",""
"1992-02-10","1992","02","10","","-7.8","","-24.1","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","18","","","","<31",""
"1992-02-11","1992","02","11","","-0.1","","-21.0","","-10.6","","28.6","","0.0","","0.0","","6.0","","4.0","","17","","23","","43",""
"1992-02-12","1992","02","12","","-17.7","","-26.2","","-22.0","","40.0","","0.0","","0.0","","0.0","","0.0","","20","","25","","32",""
"1992-02-13","1992","02","13","","-5.0","","-24.1","","-14.6","","32.6","","0.0","","0.0","","0.0","","0.0","","20","","","","<31",""
"1992-02-14","1992","02","14","","-1.3","","-9.5","","-5.4","","23.4","","0.0","","0.0","","0.0","T","0.0","T","18","","","","<31",""
"1992-02-15","1992","02","15","","-3.8","","-8.5","","-6.2","","24.2","","0.0","","0.0","T","13.9","","14.7","","18","","4","","35",""
"1992-02-16","1992","02","16","","-1.9","","-7.4","","-4.7","","22.7","","0.0","","1.6","","2.7","","4.5","","20","","3","","41",""
"1992-02-17","1992","02","17","","0.8","","-6.8","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","19","","24","","33",""
"1992-02-18","1992","02","18","","0.8","","-5.9","","-2.6","","20.6","","0.0","","10.0","","0.2","","10.2","","18","","","","<31",""
"1992-02-19","1992","02","19","","0.8","","-1.7","","-0.5","","18.5","","0.0","","2.6","","0.2","","2.8","","11","","","","<31",""
"1992-02-20","1992","02","20","","-1.6","","-7.9","","-4.8","","22.8","","0.0","","0.0","","0.6","","0.6","","10","","","","<31",""
"1992-02-21","1992","02","21","","-1.4","","-13.4","","-7.4","","25.4","","0.0","","0.0","","8.2","","7.6","","14","","2","","37",""
"1992-02-22","1992","02","22","","-3.4","","-14.0","","-8.7","","26.7","","0.0","","0.0","","6.2","","3.8","","16","","","","<31",""
"1992-02-23","1992","02","23","","-1.0","","-11.5","","-6.3","","24.3","","0.0","","0.0","","2.8","","2.0","","23","","","","<31",""
"1992-02-24","1992","02","24","","-7.1","","-11.9","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","23","","","","<31",""
"1992-02-25","1992","02","25","","0.2","","-11.4","","-5.6","","23.6","","0.0","","0.0","","9.8","","11.6","","20","","","","<31",""
"1992-02-26","1992","02","26","","0.6","","-4.6","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","23","","26","","33",""
"1992-02-27","1992","02","27","","1.0","","-13.0","","-6.0","","24.0","","0.0","","0.0","","2.4","","2.4","","23","","28","","56",""
"1992-02-28","1992","02","28","","-10.0","","-20.1","","-15.1","","33.1","","0.0","","0.0","","10.8","","10.8","","23","","2","","50",""
"1992-02-29","1992","02","29","","-12.8","","-23.3","","-18.1","","36.1","","0.0","","0.0","","0.0","","0.0","","32","","27","","44",""
"1992-03-01","1992","03","01","","-11.5","","-20.1","","-15.8","","33.8","","0.0","","0.0","","4.4","","3.4","","33","","","","<31",""
"1992-03-02","1992","03","02","","-10.3","","-26.9","","-18.6","","36.6","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"1992-03-03","1992","03","03","","-5.0","","-16.5","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","31","","","","<31",""
"1992-03-04","1992","03","04","","1.3","","-18.7","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","30","","","","<31",""
"1992-03-05","1992","03","05","","3.3","","-8.8","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","29","","","","<31",""
"1992-03-06","1992","03","06","","0.2","","-7.9","","-3.9","","21.9","","0.0","","1.4","","0.0","","1.4","","23","","6","","37",""
"1992-03-07","1992","03","07","","3.4","","0.0","","1.7","","16.3","","0.0","","20.0","","0.0","","20.0","","20","","14","","32",""
"1992-03-08","1992","03","08","","3.0","","0.0","","1.5","","16.5","","0.0","","3.0","","0.0","","3.0","","15","","4","","41",""
"1992-03-09","1992","03","09","","3.9","","-0.8","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"1992-03-10","1992","03","10","","8.3","","2.9","","5.6","","12.4","","0.0","","2.0","","0.0","","2.0","","11","","16","","52",""
"1992-03-11","1992","03","11","","6.7","","-10.6","","-2.0","","20.0","","0.0","","12.0","","2.6","","15.0","","7","","23","","56",""
"1992-03-12","1992","03","12","","-10.2","","-15.6","","-12.9","","30.9","","0.0","","0.0","","2.0","","0.8","","2","","23","","52",""
"1992-03-13","1992","03","13","","-11.4","","-16.5","","-14.0","","32.0","","0.0","","0.0","","0.2","","0.2","","2","","24","","46",""
"1992-03-14","1992","03","14","","-10.6","","-15.8","","-13.2","","31.2","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","37",""
"1992-03-15","1992","03","15","","-9.7","","-16.2","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","2","","26","","35",""
"1992-03-16","1992","03","16","","-5.2","","-15.0","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","2","","24","","37",""
"1992-03-17","1992","03","17","","1.8","","-11.9","","-5.1","","23.1","","0.0","","0.0","","6.2","","6.8","","6","","31","","52",""
"1992-03-18","1992","03","18","","-3.6","","-17.6","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","7","","24","","48",""
"1992-03-19","1992","03","19","","-1.5","","-14.1","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1992-03-20","1992","03","20","","1.0","","-13.9","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","6","","32","","32",""
"1992-03-21","1992","03","21","","-3.8","","-12.7","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","6","","25","","32",""
"1992-03-22","1992","03","22","","-4.4","","-14.6","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1992-03-23","1992","03","23","","-2.9","","-12.6","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1992-03-24","1992","03","24","","-1.2","","-12.8","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1992-03-25","1992","03","25","","3.9","","-8.6","","-2.4","","20.4","","0.0","","0.0","T","0.0","","0.0","T","5","","","","<31",""
"1992-03-26","1992","03","26","","6.6","","2.4","","4.5","","13.5","","0.0","","13.0","","0.0","","13.0","","3","","14","","32",""
"1992-03-27","1992","03","27","","9.9","","2.5","","6.2","","11.8","","0.0","","6.7","","0.0","","6.7","","0","T","6","","54",""
"1992-03-28","1992","03","28","","4.0","","-0.4","","1.8","","16.2","","0.0","","0.6","","0.0","T","0.6","","0","T","28","","41",""
"1992-03-29","1992","03","29","","4.0","","-2.1","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","T","26","","54",""
"1992-03-30","1992","03","30","","7.6","","-2.5","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-03-31","1992","03","31","","7.3","","0.3","","3.8","","14.2","","0.0","","0.0","","0.4","","0.4","","0","T","","","<31",""
"1992-04-01","1992","04","01","","2.2","","-0.6","","0.8","","17.2","","0.0","","0.2","","5.4","","5.6","","0","T","","","<31",""
"1992-04-02","1992","04","02","","4.8","","-2.9","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-04-03","1992","04","03","","3.2","","-3.9","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","26","","46",""
"1992-04-04","1992","04","04","","5.9","","-3.7","","1.1","","16.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","25","","44",""
"1992-04-05","1992","04","05","","6.2","","-1.1","","2.6","","15.4","","0.0","","0.0","","0.6","","0.6","","1","","29","","37",""
"1992-04-06","1992","04","06","","7.8","","-3.9","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","26","","35",""
"1992-04-07","1992","04","07","","10.3","","1.5","","5.9","","12.1","","0.0","","0.8","","0.0","T","0.8","","0","T","22","","32",""
"1992-04-08","1992","04","08","","7.1","","-1.4","","2.9","","15.1","","0.0","","0.0","T","0.0","","0.0","T","0","","25","","39",""
