"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2002-01-01","2002","01","01","","-7.7","","-13.5","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2002-01-02","2002","01","02","","-1.7","","-10.0","","-5.9","","23.9","","0.0","","0.0","","1.0","","0.6","","7","","","","",""
"2002-01-03","2002","01","03","","-1.9","","-9.3","","-5.6","","23.6","","0.0","","0.0","","0.6","","0.5","","8","","","","",""
"2002-01-04","2002","01","04","","-1.1","","-14.5","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","",""
"2002-01-05","2002","01","05","","1.5","","-2.1","","-0.3","","18.3","","0.0","","0.0","","0.3","","0.2","","8","","","","",""
"2002-01-06","2002","01","06","","1.7","","0.5","","1.1","","16.9","","0.0","","0.0","","0.4","","0.4","","7","","","","",""
"2002-01-07","2002","01","07","","0.9","","-12.5","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2002-01-08","2002","01","08","","-0.2","","-11.3","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","6","","","","",""
"2002-01-09","2002","01","09","","1.9","","-1.5","","0.2","","17.8","","0.0","","0.0","T","3.0","","2.7","","6","","","","",""
"2002-01-10","2002","01","10","","3.6","","1.8","","2.7","","15.3","","0.0","","1.2","","0.0","","1.2","","7","","","","",""
"2002-01-11","2002","01","11","","3.0","","-3.7","","-0.4","","18.4","","0.0","","0.3","","0.0","","0.3","","1","","","","",""
"2002-01-12","2002","01","12","","1.2","","-5.5","","-2.2","","20.2","","0.0","","0.0","T","0.0","T","0.0","T","0","T","","","",""
"2002-01-13","2002","01","13","","2.5","","-7.7","","-2.6","","20.6","","0.0","","0.0","T","1.2","","0.8","","0","T","","","",""
"2002-01-14","2002","01","14","","-7.0","","-11.7","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-01-15","2002","01","15","","-4.5","","-7.9","","-6.2","","24.2","","0.0","","0.0","","6.6","","6.8","","0","T","","","",""
"2002-01-16","2002","01","16","","-4.3","","-10.9","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2002-01-17","2002","01","17","","-3.0","","-9.7","","-6.4","","24.4","","0.0","","0.0","","7.0","","7.2","","5","","","","",""
"2002-01-18","2002","01","18","","-3.2","","-12.5","","-7.9","","25.9","","0.0","","0.0","","1.4","","1.4","","9","","","","",""
"2002-01-19","2002","01","19","","-4.7","","-16.8","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","7","","","","",""
"2002-01-20","2002","01","20","","0.8","","-13.8","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","7","","","","",""
"2002-01-21","2002","01","21","","0.2","","-2.6","","-1.2","","19.2","","0.0","","0.0","","3.6","","3.6","","7","","","","",""
"2002-01-22","2002","01","22","","-0.2","","-3.9","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2002-01-23","2002","01","23","","5.8","","-3.4","","1.2","","16.8","","0.0","","0.4","","0.0","","0.4","","7","","","","",""
"2002-01-24","2002","01","24","","3.0","","-6.5","","-1.8","","19.8","","0.0","","0.0","T","0.8","","0.8","","2","","","","",""
"2002-01-25","2002","01","25","","-1.0","","-9.9","","-5.5","","23.5","","0.0","","0.0","","4.4","","4.4","","3","","","","",""
"2002-01-26","2002","01","26","","6.1","","-4.1","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"2002-01-27","2002","01","27","","-2.1","","-7.2","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-01-28","2002","01","28","","2.9","","-7.9","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-01-29","2002","01","29","","0.7","","-8.7","","-4.0","","22.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2002-01-30","2002","01","30","","-5.3","","-10.8","","-8.1","","26.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2002-01-31","2002","01","31","","-10.3","","-14.1","","-12.2","","30.2","","0.0","","0.0","","5.2","","5.6","","0","T","","","",""
"2002-02-01","2002","02","01","","4.4","","-11.9","","-3.8","","21.8","","0.0","","3.6","","4.0","","13.0","","5","","","","",""
"2002-02-02","2002","02","02","","-9.8","","-14.7","","-12.3","","30.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-02-03","2002","02","03","","-4.3","","-16.0","","-10.2","","28.2","","0.0","","0.0","","7.6","","6.6","","5","","","","",""
"2002-02-04","2002","02","04","","-6.0","","-12.8","","-9.4","","27.4","","0.0","","0.0","","0.6","","0.6","","10","","","","",""
"2002-02-05","2002","02","05","","-10.3","","-18.8","","-14.6","","32.6","","0.0","","0.0","","1.2","","1.0","","9","","","","",""
"2002-02-06","2002","02","06","","-6.8","","-15.6","","-11.2","","29.2","","0.0","","0.0","","0.2","","0.2","","9","","","","",""
"2002-02-07","2002","02","07","","2.5","","-10.0","","-3.8","","21.8","","0.0","","0.0","","0.2","","0.2","","9","","","","",""
"2002-02-08","2002","02","08","","1.2","","-14.3","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2002-02-09","2002","02","09","","-6.2","","-17.0","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2002-02-10","2002","02","10","","3.1","","-12.6","","-4.8","","22.8","","0.0","","9.0","","1.2","","10.4","","9","","","","",""
"2002-02-11","2002","02","11","","-5.1","","-16.0","","-10.6","","28.6","","0.0","","0.0","","0.4","","0.4","","8","","","","",""
"2002-02-12","2002","02","12","","2.5","","-14.2","","-5.9","","23.9","","0.0","","0.0","T","0.6","","0.6","","8","","","","",""
"2002-02-13","2002","02","13","","-5.7","","-16.4","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2002-02-14","2002","02","14","","2.7","","-15.1","","-6.2","","24.2","","0.0","","0.0","","0.2","","0.2","","8","","","","",""
"2002-02-15","2002","02","15","","6.3","","-0.6","","2.9","","15.1","","0.0","","0.0","T","0.0","","0.0","T","7","","","","",""
"2002-02-16","2002","02","16","","4.0","","-1.3","","1.4","","16.6","","0.0","","0.2","","0.0","","0.2","","6","","","","",""
"2002-02-17","2002","02","17","","0.4","","-8.0","","-3.8","","21.8","","0.0","","0.0","","1.6","","1.6","","5","","","","",""
"2002-02-18","2002","02","18","","-5.2","","-12.5","","-8.9","","26.9","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-02-19","2002","02","19","","1.1","","-10.2","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2002-02-20","2002","02","20","","5.3","","-2.0","","1.7","","16.3","","0.0","","2.0","","0.0","","2.0","","4","","","","",""
"2002-02-21","2002","02","21","","6.9","","1.4","","4.2","","13.8","","0.0","","2.2","","0.0","","2.2","","2","","","","",""
"2002-02-22","2002","02","22","","3.0","","-3.9","","-0.5","","18.5","","0.0","","0.0","T","0.4","","0.4","","0","T","","","",""
"2002-02-23","2002","02","23","","-2.8","","-8.2","","-5.5","","23.5","","0.0","","0.0","","0.2","","0.2","","0","T","","","",""
"2002-02-24","2002","02","24","","-0.2","","-9.0","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-02-25","2002","02","25","","7.2","","-3.0","","2.1","","15.9","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","",""
"2002-02-26","2002","02","26","","11.4","","0.6","","6.0","","12.0","","0.0","","1.2","","0.0","","1.2","","0","T","","","",""
"2002-02-27","2002","02","27","","2.4","","-5.8","","-1.7","","19.7","","0.0","","0.0","","0.6","","0.2","","0","T","","","",""
"2002-02-28","2002","02","28","","-2.1","","-9.6","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2002-03-01","2002","03","01","","1.1","","-5.1","","-2.0","","20.0","","0.0","","0.0","","1.8","","1.6","","0","T","","","",""
"2002-03-02","2002","03","02","","4.1","","-9.8","","-2.9","","20.9","","0.0","","0.4","","0.0","","0.4","","1","","","","",""
"2002-03-03","2002","03","03","","11.2","","-4.5","","3.4","","14.6","","0.0","","14.8","","0.0","","14.8","","0","T","","","",""
"2002-03-04","2002","03","04","","-4.5","","-13.3","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2002-03-05","2002","03","05","","-3.0","","-11.4","","-7.2","","25.2","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2002-03-06","2002","03","06","","0.3","","-7.3","","-3.5","","21.5","","0.0","","0.0","","0.4","","0.4","","0","","","","",""
"2002-03-07","2002","03","07","","-0.2","","-4.5","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2002-03-08","2002","03","08","","0.2","","-4.1","","-2.0","","20.0","","0.0","","0.0","T","0.0","T","0.0","T","0","T","","","",""
"2002-03-09","2002","03","09","","16.8","","-2.0","","7.4","","10.6","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"2002-03-10","2002","03","10","","5.8","","-7.7","","-1.0","","19.0","","0.0","","1.4","","2.4","","4.8","","0","T","","","",""
"2002-03-11","2002","03","11","","-1.0","","-9.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-03-12","2002","03","12","","5.8","","-2.7","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-03-13","2002","03","13","","7.9","","-2.6","","2.7","","15.3","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","",""
"2002-03-14","2002","03","14","","5.3","","-2.0","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-03-15","2002","03","15","","-2.0","","-6.5","","-4.3","","22.3","","0.0","","1.2","","0.0","T","1.2","","0","T","","","",""
"2002-03-16","2002","03","16","","0.5","","-6.6","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2002-03-17","2002","03","17","","2.5","","-6.7","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-03-18","2002","03","18","","1.8","","-2.1","","-0.2","","18.2","","0.0","","0.0","","18.8","","13.8","","0","","","","",""
"2002-03-19","2002","03","19","","0.8","","-2.7","","-1.0","","19.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2002-03-20","2002","03","20","","2.6","","-2.7","","-0.1","","18.1","","0.0","","0.0","T","12.1","","12.2","","13","","","","",""
"2002-03-21","2002","03","21","","1.0","","-12.8","","-5.9","","23.9","","0.0","","0.0","","4.8","","4.8","","18","","","","",""
"2002-03-22","2002","03","22","","-7.8","","-15.3","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2002-03-23","2002","03","23","","-0.1","","-9.7","","-4.9","","22.9","","0.0","","0.0","","2.8","","2.6","","19","","","","",""
"2002-03-24","2002","03","24","","-3.3","","-12.2","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"2002-03-25","2002","03","25","","-5.3","","-15.7","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"2002-03-26","2002","03","26","","0.4","","-9.7","","-4.7","","22.7","","0.0","","0.2","","14.2","","15.6","","18","","","","",""
"2002-03-27","2002","03","27","","1.3","","-0.8","","0.3","","17.7","","0.0","","0.0","","1.2","","2.0","","28","","","","",""
"2002-03-28","2002","03","28","","5.7","","-2.8","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2002-03-29","2002","03","29","","8.1","","-3.6","","2.3","","15.7","","0.0","","0.0","T","0.0","","0.0","T","21","","","","",""
"2002-03-30","2002","03","30","","8.7","","2.8","","5.8","","12.2","","0.0","","2.6","","0.0","","2.6","","10","","","","",""
"2002-03-31","2002","03","31","","11.1","","1.3","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2002-04-01","2002","04","01","","8.1","","2.0","","5.1","","12.9","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"2002-04-02","2002","04","02","","5.8","","0.2","","3.0","","15.0","","0.0","","3.1","","2.4","","5.5","","0","","","","",""
"2002-04-03","2002","04","03","","4.1","","-1.5","","1.3","","16.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2002-04-04","2002","04","04","","3.2","","-3.2","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"2002-04-05","2002","04","05","","4.6","","-5.1","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-06","2002","04","06","","1.6","","-6.8","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-07","2002","04","07","","4.1","","-7.6","","-1.8","","19.8","","0.0","","0.0","","0.2","","0.2","","0","","","","",""
"2002-04-08","2002","04","08","","8.9","","1.1","","5.0","","13.0","","0.0","","2.5","","0.0","","2.5","","0","","","","",""
"2002-04-09","2002","04","09","","16.7","","5.4","","11.1","","6.9","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"2002-04-10","2002","04","10","","9.5","","2.4","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-11","2002","04","11","","13.3","","0.5","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-12","2002","04","12","","22.5","","6.6","","14.6","","3.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2002-04-13","2002","04","13","","13.7","","8.2","","11.0","","7.0","","0.0","","7.5","","0.0","","7.5","","0","","","","",""
"2002-04-14","2002","04","14","","15.6","","7.6","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2002-04-15","2002","04","15","","19.8","","9.4","","14.6","","3.4","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"2002-04-16","2002","04","16","","28.7","","13.6","","21.2","","0.0","","3.2","","0.0","T","0.0","","0.0","T","0","","","","",""
"2002-04-17","2002","04","17","","24.4","","10.2","","17.3","","0.7","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"2002-04-18","2002","04","18","","25.2","","7.5","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-19","2002","04","19","","26.8","","5.0","","15.9","","2.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"2002-04-20","2002","04","20","","11.3","","-0.5","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-21","2002","04","21","","5.8","","-1.3","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-22","2002","04","22","","3.2","","-0.7","","1.3","","16.7","","0.0","","0.0","","0.2","","0.2","","0","","","","",""
"2002-04-23","2002","04","23","","11.0","","-0.8","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2002-04-24","2002","04","24","","13.9","","0.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
