"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2005-01-01","2005","01","01","","6.4","","-12.0","","-2.8","","20.8","","0.0","","0.2","","0.0","","0.2","","2","","","","",""
"2005-01-02","2005","01","02","","-5.4","","-15.9","","-10.7","","28.7","","0.0","","0.8","","6.0","","11.4","","1","","","","",""
"2005-01-03","2005","01","03","","1.2","","-7.1","","-3.0","","21.0","","0.0","","0.0","T","0.0","","0.0","T","5","","","","",""
"2005-01-04","2005","01","04","","-2.1","","-7.1","","-4.6","","22.6","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2005-01-05","2005","01","05","","-4.0","","-14.3","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"2005-01-06","2005","01","06","","-7.7","","-15.4","","-11.6","","29.6","","0.0","","0.0","T","17.2","","17.2","","5","","","","",""
"2005-01-07","2005","01","07","","-3.5","","-9.7","","-6.6","","24.6","","0.0","","0.0","","0.4","","0.4","","15","","","","",""
"2005-01-08","2005","01","08","","-1.2","","-7.3","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"2005-01-09","2005","01","09","","-3.9","","-8.3","","-6.1","","24.1","","0.0","","0.0","","0.0","T","0.0","T","10","","","","",""
"2005-01-10","2005","01","10","","3.1","","-8.1","","-2.5","","20.5","","0.0","","0.0","T","2.2","","2.2","","10","","","","",""
"2005-01-11","2005","01","11","","-7.9","","-15.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-01-12","2005","01","12","","2.2","","-13.9","","-5.9","","23.9","","0.0","","8.2","","0.4","","8.8","","7","","","","",""
"2005-01-13","2005","01","13","","8.4","","1.9","","5.2","","12.8","","0.0","","1.6","","0.0","","1.6","","6","","","","",""
"2005-01-14","2005","01","14","","9.3","","-9.8","","-0.3","","18.3","","0.0","","8.0","","1.4","","9.4","","2","","","","",""
"2005-01-15","2005","01","15","","-5.5","","-10.5","","-8.0","","26.0","","0.0","","0.0","","0.2","","0.2","","1","","","","",""
"2005-01-16","2005","01","16","","-7.4","","-12.6","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","1","","","","",""
"2005-01-17","2005","01","17","","-11.9","","-19.8","","-15.9","","33.9","","0.0","","0.0","","0.6","","0.6","","1","","","","",""
"2005-01-18","2005","01","18","","-19.8","","-24.6","","-22.2","","40.2","","0.0","","0.0","","0.0","T","0.0","T","1","","","","",""
"2005-01-19","2005","01","19","","-10.1","","-20.6","","-15.4","","33.4","","0.0","","0.0","","5.8","","5.8","","1","","","","",""
"2005-01-20","2005","01","20","","-13.4","","-24.3","","-18.9","","36.9","","0.0","","0.0","","0.6","","0.6","","8","","","","",""
"2005-01-21","2005","01","21","","-21.7","","-27.5","","-24.6","","42.6","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-01-22","2005","01","22","","-17.6","","-27.7","","-22.7","","40.7","","0.0","","0.0","","1.6","","1.2","","7","","","","",""
"2005-01-23","2005","01","23","","-14.4","","-20.2","","-17.3","","35.3","","0.0","","0.0","","0.4","","0.4","","5","","","","",""
"2005-01-24","2005","01","24","","-9.2","","-21.6","","-15.4","","33.4","","0.0","","0.0","","2.0","","1.6","","4","","","","",""
"2005-01-25","2005","01","25","","-10.8","","-17.8","","-14.3","","32.3","","0.0","","0.0","","0.2","","0.2","","6","","","","",""
"2005-01-26","2005","01","26","","-13.7","","-19.8","","-16.8","","34.8","","0.0","","0.0","","1.8","","1.8","","7","","","","",""
"2005-01-27","2005","01","27","","-15.9","","-24.8","","-20.4","","38.4","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-01-28","2005","01","28","","-12.1","","-22.5","","-17.3","","35.3","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-01-29","2005","01","29","","-6.4","","-17.0","","-11.7","","29.7","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-01-30","2005","01","30","","0.1","","-11.8","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","7","","","","",""
"2005-01-31","2005","01","31","","-4.4","","-15.0","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-02-01","2005","02","01","","-3.4","","-16.8","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2005-02-02","2005","02","02","","-0.7","","-8.5","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2005-02-03","2005","02","03","","-1.1","","-10.5","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2005-02-04","2005","02","04","","3.3","","-10.8","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2005-02-05","2005","02","05","","1.3","","-7.4","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2005-02-06","2005","02","06","","4.6","","-8.0","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2005-02-07","2005","02","07","","6.4","","-3.3","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"2005-02-08","2005","02","08","","4.2","","1.4","","2.8","","15.2","","0.0","","2.2","","0.0","","2.2","","1","","","","",""
"2005-02-09","2005","02","09","","2.0","","-4.2","","-1.1","","19.1","","0.0","","0.0","","1.0","","1.0","","0","T","","","",""
"2005-02-10","2005","02","10","","-4.2","","-9.1","","-6.7","","24.7","","0.0","","0.0","","9.8","","9.8","","2","","","","",""
"2005-02-11","2005","02","11","","0.1","","-12.1","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2005-02-12","2005","02","12","","0.3","","-7.7","","-3.7","","21.7","","0.0","","0.0","","0.2","","0.2","","6","","","","",""
"2005-02-13","2005","02","13","","-3.7","","-12.9","","-8.3","","26.3","","0.0","","0.0","","1.0","","1.0","","6","","","","",""
"2005-02-14","2005","02","14","","2.1","","-13.0","","-5.5","","23.5","","0.0","","0.2","","1.0","","1.2","","6","","","","",""
"2005-02-15","2005","02","15","","4.0","","1.7","","2.9","","15.1","","0.0","","0.6","","0.0","T","0.6","","4","","","","",""
"2005-02-16","2005","02","16","","3.4","","-7.9","","-2.3","","20.3","","0.0","","3.6","","9.4","","13.0","","0","T","","","",""
"2005-02-17","2005","02","17","","-1.8","","-11.3","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","","",""
"2005-02-18","2005","02","18","","-6.2","","-16.8","","-11.5","","29.5","","0.0","","0.0","","4.2","","4.2","","9","","","","",""
"2005-02-19","2005","02","19","","-5.0","","-19.4","","-12.2","","30.2","","0.0","","0.0","","0.4","","0.4","","8","","","","",""
"2005-02-20","2005","02","20","","-12.1","","-19.6","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2005-02-21","2005","02","21","","-4.9","","-14.6","","-9.8","","27.8","","0.0","","0.0","","9.6","","9.6","","7","","","","",""
"2005-02-22","2005","02","22","","-2.1","","-8.7","","-5.4","","23.4","","0.0","","0.0","","0.4","","0.4","","9","","","","",""
"2005-02-23","2005","02","23","","-5.8","","-15.0","","-10.4","","28.4","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-02-24","2005","02","24","","-8.3","","-20.8","","-14.6","","32.6","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-02-25","2005","02","25","","-5.2","","-15.7","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-02-26","2005","02","26","","-2.0","","-18.7","","-10.4","","28.4","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-02-27","2005","02","27","","-5.2","","-14.8","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-02-28","2005","02","28","","-5.3","","-14.7","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-03-01","2005","03","01","","-3.9","","-6.5","","-5.2","","23.2","","0.0","","0.0","","10.4","","10.4","","8","","","","",""
"2005-03-02","2005","03","02","","-2.3","","-10.8","","-6.6","","24.6","","0.0","","0.0","","0.2","","0.2","","15","","","","",""
"2005-03-03","2005","03","03","","-8.1","","-15.0","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2005-03-04","2005","03","04","","-2.8","","-14.2","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"2005-03-05","2005","03","05","","0.7","","-11.5","","-5.4","","23.4","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"2005-03-06","2005","03","06","","2.3","","-7.6","","-2.7","","20.7","","0.0","","0.0","","0.4","","0.4","","13","","","","",""
"2005-03-07","2005","03","07","","-7.6","","-13.2","","-10.4","","28.4","","0.0","","1.0","","7.8","","10.2","","10","","","","",""
"2005-03-08","2005","03","08","","-7.6","","-13.5","","-10.6","","28.6","","0.0","","0.0","T","0.2","","0.2","","9","","","","",""
"2005-03-09","2005","03","09","","-9.7","","-17.8","","-13.8","","31.8","","0.0","","0.0","","0.0","T","0.0","T","9","","","","",""
"2005-03-10","2005","03","10","","-6.4","","-15.9","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"2005-03-11","2005","03","11","","-0.9","","-12.2","","-6.6","","24.6","","0.0","","0.0","","3.0","","3.0","","9","","","","",""
"2005-03-12","2005","03","12","","-1.8","","-4.0","","-2.9","","20.9","","0.0","","0.0","","5.4","","5.4","","14","","","","",""
"2005-03-13","2005","03","13","","1.3","","-6.8","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"2005-03-14","2005","03","14","","3.0","","-9.6","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"2005-03-15","2005","03","15","","2.1","","-4.1","","-1.0","","19.0","","0.0","","0.0","","0.4","","0.4","","10","","","","",""
"2005-03-16","2005","03","16","","-1.5","","-5.5","","-3.5","","21.5","","0.0","","0.0","","1.2","","1.2","","11","","","","",""
"2005-03-17","2005","03","17","","0.0","","-8.9","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2005-03-18","2005","03","18","","1.3","","-10.9","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2005-03-19","2005","03","19","","3.3","","-9.9","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"2005-03-20","2005","03","20","","4.1","","-8.5","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2005-03-21","2005","03","21","","4.8","","-6.9","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2005-03-22","2005","03","22","","5.6","","-5.0","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2005-03-23","2005","03","23","","1.4","","-6.3","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2005-03-24","2005","03","24","","6.6","","-3.7","","1.5","","16.5","","0.0","","0.0","T","0.0","T","0.0","T","2","","","","",""
"2005-03-25","2005","03","25","","4.8","","-4.8","","0.0","","18.0","","0.0","","0.0","","0.0","T","0.0","T","1","","","","",""
"2005-03-26","2005","03","26","","3.0","","-7.6","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2005-03-27","2005","03","27","","9.1","","-5.9","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2005-03-28","2005","03","28","","4.8","","-0.1","","2.4","","15.6","","0.0","","3.0","","0.0","","3.0","","0","T","","","",""
"2005-03-29","2005","03","29","","10.8","","0.6","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2005-03-30","2005","03","30","","9.6","","0.3","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2005-03-31","2005","03","31","","16.0","","1.8","","8.9","","9.1","","0.0","","9.6","","0.0","","9.6","","0","T","","","",""
