"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1988-01-01","1988","01","01","","3.3","","-7.9","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","12","","24","","59",""
"1988-01-02","1988","01","02","","-4.0","","-9.2","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","10","","24","","39",""
"1988-01-03","1988","01","03","","-2.6","","-9.1","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"1988-01-04","1988","01","04","","-0.8","","-7.6","","-4.2","","22.2","","0.0","","0.0","","2.6","","2.4","","10","","22","","67",""
"1988-01-05","1988","01","05","","-7.0","","-20.0","","-13.5","","31.5","","0.0","","0.0","","0.0","T","0.0","T","11","","26","","61",""
"1988-01-06","1988","01","06","","-18.6","","-22.0","","-20.3","","38.3","","0.0","","0.0","","0.0","","0.0","","10","","25","","43",""
"1988-01-07","1988","01","07","","-16.7","","-23.4","","-20.1","","38.1","","0.0","","0.0","","0.0","","0.0","","9","","26","","31",""
"1988-01-08","1988","01","08","","-13.6","","-22.9","","-18.3","","36.3","","0.0","","0.0","","1.6","","1.6","","9","","","","<31",""
"1988-01-09","1988","01","09","","-7.2","","-13.4","","-10.3","","28.3","","0.0","","0.0","","0.6","","0.6","","11","","","","<31",""
"1988-01-10","1988","01","10","","-10.0","","-19.6","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"1988-01-11","1988","01","11","","-3.6","","-12.8","","-8.2","","26.2","","0.0","","0.0","","0.4","","0.4","","10","","18","","31",""
"1988-01-12","1988","01","12","","1.0","","-4.6","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","10","","14","","31",""
"1988-01-13","1988","01","13","","5.0","","-24.6","","-9.8","","27.8","","0.0","","0.0","T","0.6","","0.6","","10","","22","","89",""
"1988-01-14","1988","01","14","","-20.0","","-28.7","","-24.4","","42.4","","0.0","","0.0","","0.0","","0.0","","10","","24","","35",""
"1988-01-15","1988","01","15","","-7.2","","-22.6","","-14.9","","32.9","","0.0","","0.0","","1.4","","1.0","","10","","","","<31",""
"1988-01-16","1988","01","16","","-0.3","","-7.6","","-4.0","","22.0","","0.0","","0.0","","0.2","","0.2","","9","","","","<31",""
"1988-01-17","1988","01","17","","5.5","","-2.3","","1.6","","16.4","","0.0","","0.0","T","0.0","","0.0","T","9","","22","","33",""
"1988-01-18","1988","01","18","","3.3","","0.6","","2.0","","16.0","","0.0","","3.0","","0.0","T","3.0","","5","","","","<31",""
"1988-01-19","1988","01","19","","2.7","","-3.9","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"1988-01-20","1988","01","20","","2.5","","-3.7","","-0.6","","18.6","","0.0","","6.0","","2.8","","8.8","","5","","13","","37",""
"1988-01-21","1988","01","21","","5.1","","-10.5","","-2.7","","20.7","","0.0","","0.6","","0.4","","1.0","","5","","23","","46",""
"1988-01-22","1988","01","22","","-7.9","","-13.8","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1988-01-23","1988","01","23","","-3.0","","-13.4","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1988-01-24","1988","01","24","","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","1.4","","1.0","","3","","15","","31",""
"1988-01-25","1988","01","25","","3.0","","-4.2","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","4","","22","","50",""
"1988-01-26","1988","01","26","","-4.0","","-17.4","","-10.7","","28.7","","0.0","","0.0","","1.4","","1.4","","4","","25","","37",""
"1988-01-27","1988","01","27","","-14.6","","-21.0","","-17.8","","35.8","","0.0","","0.0","","0.0","","0.0","","4","","25","","35",""
"1988-01-28","1988","01","28","","-11.0","","-19.2","","-15.1","","33.1","","0.0","","0.0","","0.2","","0.2","","4","","","","<31",""
"1988-01-29","1988","01","29","","-4.0","","-20.5","","-12.3","","30.3","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"1988-01-30","1988","01","30","","5.2","","-4.1","","0.6","","17.4","","0.0","","3.4","","0.2","","3.6","","4","","23","","33",""
"1988-01-31","1988","01","31","","10.8","","4.0","","7.4","","10.6","","0.0","","0.6","","0.0","","0.6","","1","","22","","31",""
"1988-02-01","1988","02","01","","10.3","","0.4","","5.4","","12.6","","0.0","","3.8","","0.0","T","3.8","","0","T","23","","46",""
"1988-02-02","1988","02","02","","0.5","","-15.7","","-7.6","","25.6","","0.0","","0.2","","11.0","","9.0","","10","","","","<31",""
"1988-02-03","1988","02","03","","-13.0","","-20.1","","-16.6","","34.6","","0.0","","0.0","","0.2","","0.2","","8","","","","<31",""
"1988-02-04","1988","02","04","","-7.6","","-19.6","","-13.6","","31.6","","0.0","","0.0","","8.6","","7.6","","10","","","","<31",""
"1988-02-05","1988","02","05","","-16.5","","-22.1","","-19.3","","37.3","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"1988-02-06","1988","02","06","","-10.2","","-26.2","","-18.2","","36.2","","0.0","","0.0","","1.4","","1.4","","11","","24","","35",""
"1988-02-07","1988","02","07","","-9.5","","-25.7","","-17.6","","35.6","","0.0","","0.0","","0.2","","0.2","","12","","16","","33",""
"1988-02-08","1988","02","08","","-6.0","","-16.0","","-11.0","","29.0","","0.0","","0.0","","0.8","","0.8","","12","","26","","52",""
"1988-02-09","1988","02","09","","-7.6","","-18.1","","-12.9","","30.9","","0.0","","0.0","","1.8","","1.2","","2","","","","<31",""
"1988-02-10","1988","02","10","","-6.7","","-15.5","","-11.1","","29.1","","0.0","","0.0","","2.4","","1.6","","4","","","","<31",""
"1988-02-11","1988","02","11","","-11.0","","-16.1","","-13.6","","31.6","","0.0","","0.0","","0.0","T","0.0","T","4","","4","","37",""
"1988-02-12","1988","02","12","","-3.1","","-12.3","","-7.7","","25.7","","0.0","","0.0","","19.8","","19.8","","4","","4","","44",""
"1988-02-13","1988","02","13","","-6.4","","-12.0","","-9.2","","27.2","","0.0","","0.0","","7.0","","7.0","","14","","28","","48",""
"1988-02-14","1988","02","14","","-4.1","","-12.8","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","7","","26","","43",""
"1988-02-15","1988","02","15","","5.1","","-4.1","","0.5","","17.5","","0.0","","1.8","","3.6","","8.8","","6","","22","","48",""
"1988-02-16","1988","02","16","","2.0","","-7.6","","-2.8","","20.8","","0.0","","0.0","T","0.8","","0.6","","7","","24","","31",""
"1988-02-17","1988","02","17","","1.0","","-8.2","","-3.6","","21.6","","0.0","","0.0","","1.4","","0.8","","8","","","","<31",""
"1988-02-18","1988","02","18","","1.0","","-4.7","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","9","","25","","33",""
"1988-02-19","1988","02","19","","5.1","","-7.2","","-1.1","","19.1","","0.0","","0.0","","3.4","","3.4","","7","","16","","59",""
"1988-02-20","1988","02","20","","4.2","","-1.6","","1.3","","16.7","","0.0","","1.0","","3.4","","4.4","","8","","23","","72",""
"1988-02-21","1988","02","21","","-1.2","","-20.8","","-11.0","","29.0","","0.0","","0.0","","0.4","","0.4","","6","","24","","81",""
"1988-02-22","1988","02","22","","6.6","","-12.0","","-2.7","","20.7","","0.0","","0.0","T","2.4","","1.0","","6","","24","","52",""
"1988-02-23","1988","02","23","","5.1","","-6.5","","-0.7","","18.7","","0.0","","1.6","","0.4","","2.0","","4","","23","","52",""
"1988-02-24","1988","02","24","","-4.2","","-9.3","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1988-02-25","1988","02","25","","-5.0","","-8.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","3","","25","","37",""
"1988-02-26","1988","02","26","","-4.4","","-9.1","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"1988-02-27","1988","02","27","","-2.3","","-12.7","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1988-02-28","1988","02","28","","-2.0","","-15.1","","-8.6","","26.6","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"1988-02-29","1988","02","29","","3.1","","-11.2","","-4.1","","22.1","","0.0","","0.0","","0.6","","0.6","","3","","25","","37",""
"1988-03-01","1988","03","01","","-11.1","","-17.0","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","2","","26","","33",""
"1988-03-02","1988","03","02","","-6.2","","-16.0","","-11.1","","29.1","","0.0","","0.0","","3.8","","2.2","","2","","","","<31",""
"1988-03-03","1988","03","03","","-4.9","","-12.0","","-8.5","","26.5","","0.0","","0.0","","0.2","","0.0","T","5","","","","<31",""
"1988-03-04","1988","03","04","","-4.0","","-14.4","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"1988-03-05","1988","03","05","","-7.2","","-11.8","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","4","","26","","46",""
"1988-03-06","1988","03","06","","4.4","","-10.5","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","3","","23","","37",""
"1988-03-07","1988","03","07","","4.2","","-5.2","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","50",""
"1988-03-08","1988","03","08","","-2.0","","-7.1","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"1988-03-09","1988","03","09","","5.2","","-3.2","","1.0","","17.0","","0.0","","8.0","","0.0","","8.0","","2","","25","","35",""
"1988-03-10","1988","03","10","","3.0","","-3.9","","-0.5","","18.5","","0.0","","0.0","T","0.0","","0.0","T","1","","30","","41",""
"1988-03-11","1988","03","11","","-3.3","","-12.4","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","1","","27","","48",""
"1988-03-12","1988","03","12","","-3.0","","-13.1","","-8.1","","26.1","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"1988-03-13","1988","03","13","","-2.9","","-5.6","","-4.3","","22.3","","0.0","","0.0","T","0.2","","0.2","","1","","5","","33",""
"1988-03-14","1988","03","14","","-0.6","","-4.9","","-2.8","","20.8","","0.0","","0.0","","2.8","","2.2","","1","","","","<31",""
"1988-03-15","1988","03","15","","2.2","","-3.1","","-0.5","","18.5","","0.0","","0.0","","6.8","","5.4","","3","","","","<31",""
"1988-03-16","1988","03","16","","4.0","","-3.6","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"1988-03-17","1988","03","17","","2.6","","-5.7","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","3","","24","","39",""
"1988-03-18","1988","03","18","","1.7","","-4.0","","-1.2","","19.2","","0.0","","0.0","","0.4","","0.4","","2","","23","","41",""
"1988-03-19","1988","03","19","","0.4","","-7.6","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","2","","27","","44",""
"1988-03-20","1988","03","20","","-6.6","","-16.4","","-11.5","","29.5","","0.0","","0.0","","0.0","T","0.0","T","2","","25","","43",""
