"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2001-01-01","2001","01","01","","-6.2","","-11.2","","-8.7","","26.7","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"2001-01-02","2001","01","02","","-9.9","","-14.7","","-12.3","","30.3","","0.0","","0.0","","0.0","T","0.0","T","19","","","","",""
"2001-01-03","2001","01","03","","-2.1","","-11.4","","-6.8","","24.8","","0.0","","0.0","","0.8","","0.7","","16","","","","",""
"2001-01-04","2001","01","04","","-3.5","","-16.7","","-10.1","","28.1","","0.0","","0.0","","0.7","","0.7","","15","","","","",""
"2001-01-05","2001","01","05","","-5.4","","-18.9","","-12.2","","30.2","","0.0","","0.0","","5.4","","5.4","","15","","","","",""
"2001-01-06","2001","01","06","","-2.8","","-8.1","","-5.5","","23.5","","0.0","","0.0","","1.7","","1.7","","18","","","","",""
"2001-01-07","2001","01","07","","-2.6","","-8.3","","-5.5","","23.5","","0.0","","0.0","","0.5","","0.5","","18","","","","",""
"2001-01-08","2001","01","08","","-4.4","","-6.4","","-5.4","","23.4","","0.0","","0.0","","4.2","","3.8","","17","","","","",""
"2001-01-09","2001","01","09","","-5.4","","-18.2","","-11.8","","29.8","","0.0","","0.0","","1.2","","1.3","","19","","","","",""
"2001-01-10","2001","01","10","","-10.0","","-19.6","","-14.8","","32.8","","0.0","","0.0","","0.0","T","0.0","T","21","","","","",""
"2001-01-11","2001","01","11","","-1.2","","-10.7","","-6.0","","24.0","","0.0","","0.0","T","0.4","","0.4","","17","","","","",""
"2001-01-12","2001","01","12","","-8.2","","-16.2","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"2001-01-13","2001","01","13","","-3.7","","-16.2","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2001-01-14","2001","01","14","","1.1","","-9.2","","-4.1","","22.1","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"2001-01-15","2001","01","15","","-7.3","","-11.1","","-9.2","","27.2","","0.0","","0.0","T","8.2","","8.8","","16","","","","",""
"2001-01-16","2001","01","16","","-2.2","","-7.6","","-4.9","","22.9","","0.0","","0.4","","2.6","","2.8","","22","","","","",""
"2001-01-17","2001","01","17","","-5.8","","-18.3","","-12.1","","30.1","","0.0","","0.0","","2.7","","1.6","","24","","","","",""
