"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2000-01-01","2000","01","01","","0.6","","-9.9","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","3","","","","",""
"2000-01-02","2000","01","02","","1.0","","-1.3","","-0.2","","18.2","","0.0","","4.6","","0.2","","5.0","","3","","","","",""
"2000-01-03","2000","01","03","","8.6","","-5.8","","1.4","","16.6","","0.0","","0.0","","0.4","","0.4","","1","","","","",""
"2000-01-04","2000","01","04","","7.5","","-6.0","","0.8","","17.2","","0.0","","6.0","","3.6","","10.2","","3","","","","",""
"2000-01-05","2000","01","05","","-5.8","","-12.6","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2000-01-06","2000","01","06","","0.2","","-12.6","","-6.2","","24.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2000-01-07","2000","01","07","","1.6","","-7.1","","-2.8","","20.8","","0.0","","0.0","","6.2","","6.0","","0","T","","","",""
"2000-01-08","2000","01","08","","-1.6","","-11.9","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"2000-01-09","2000","01","09","","4.4","","-3.9","","0.3","","17.7","","0.0","","0.0","T","0.0","T","0.0","T","5","","","","",""
"2000-01-10","2000","01","10","","5.0","","0.2","","2.6","","15.4","","0.0","","8.2","","14.2","","35.8","","0","T","","","",""
