"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1985-01-01","1985","01","01","","-9.4","","-13.4","","-11.4","","29.4","","0.0","","0.0","T","20.8","","32.5","","9","","4","","65",""
"1985-01-02","1985","01","02","","-6.1","","-15.8","","-11.0","","29.0","","0.0","","0.0","","0.0","T","0.0","T","26","","27","","63",""
"1985-01-03","1985","01","03","","-6.8","","-17.5","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","26","","","","<31",""
"1985-01-04","1985","01","04","","-1.9","","-11.2","","-6.6","","24.6","","0.0","","0.0","","2.0","","1.6","","26","","21","","33",""
"1985-01-05","1985","01","05","","-5.3","","-13.8","","-9.6","","27.6","","0.0","","0.0","","0.4","","0.4","","14","","27","","39",""
"1985-01-06","1985","01","06","","-11.7","","-18.2","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"1985-01-07","1985","01","07","","-15.6","","-19.0","","-17.3","","35.3","","0.0","","0.0","","1.4","","1.6","","14","","4","","41",""
"1985-01-08","1985","01","08","","-13.7","","-18.4","","-16.1","","34.1","","0.0","","0.0","","3.4","","3.6","","15","","30","","35",""
"1985-01-09","1985","01","09","","-15.6","","-22.2","","-18.9","","36.9","","0.0","","0.0","","0.0","","0.0","","15","","26","","43",""
"1985-01-10","1985","01","10","","-13.9","","-19.3","","-16.6","","34.6","","0.0","","0.0","","0.0","","0.0","","12","","27","","35",""
"1985-01-11","1985","01","11","","-12.0","","-19.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"1985-01-12","1985","01","12","","-10.6","","-15.2","","-12.9","","30.9","","0.0","","0.0","","0.0","T","0.0","T","12","","25","","39",""
"1985-01-13","1985","01","13","","-5.4","","-15.0","","-10.2","","28.2","","0.0","","0.0","","0.4","","0.4","","12","","","","<31",""
"1985-01-14","1985","01","14","","-1.9","","-5.6","","-3.8","","21.8","","0.0","","0.0","","5.4","","4.6","","11","","","","<31",""
"1985-01-15","1985","01","15","","-2.1","","-21.6","","-11.9","","29.9","","0.0","","0.0","","0.0","T","0.0","T","16","","29","","43",""
"1985-01-16","1985","01","16","","-18.6","","-24.8","","-21.7","","39.7","","0.0","","0.0","","0.0","","0.0","","15","","26","","37",""
"1985-01-17","1985","01","17","","-17.0","","-22.6","","-19.8","","37.8","","0.0","","0.0","","2.0","","1.8","","15","","4","","33",""
"1985-01-18","1985","01","18","","-12.4","","-18.9","","-15.7","","33.7","","0.0","","0.0","","0.4","","0.4","","11","","","","<31",""
