"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.75"
"Elevation","36.00"
"Climate Identifier","7025250"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1991-01-01","1991","01","01","","-2.7","","-18.5","","-10.6","","28.6","","0.0","","0.0","","0.0","T","0.0","T","9","","18","","33",""
"1991-01-02","1991","01","02","","1.0","","-9.6","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","T","9","","25","","39",""
"1991-01-03","1991","01","03","","-5.9","","-17.0","","-11.5","","29.5","","0.0","","0.0","","0.0","T","0.0","T","8","","26","","35",""
"1991-01-04","1991","01","04","","-3.6","","-7.4","","-5.5","","23.5","","0.0","","0.0","","0.0","T","0.0","T","7","","25","","52",""
"1991-01-05","1991","01","05","","-1.6","","-7.6","","-4.6","","22.6","","0.0","","0.0","","3.8","","1.8","","7","","25","","33",""
"1991-01-06","1991","01","06","","-3.0","","-9.9","","-6.5","","24.5","","0.0","","0.0","","0.2","","0.0","T","8","","","","<31",""
"1991-01-07","1991","01","07","","-7.6","","-20.0","","-13.8","","31.8","","0.0","","0.0","","0.0","T","0.0","T","7","","","","<31",""
"1991-01-08","1991","01","08","","-17.9","","-22.9","","-20.4","","38.4","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"1991-01-09","1991","01","09","","-6.0","","-18.5","","-12.3","","30.3","","0.0","","0.0","T","8.8","","9.2","","7","","","","<31",""
"1991-01-10","1991","01","10","","-5.5","","-22.0","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","12","","30","","33",""
"1991-01-11","1991","01","11","","-15.9","","-25.0","","-20.5","","38.5","","0.0","","0.0","","9.4","","10.0","","11","","6","","39",""
"1991-01-12","1991","01","12","","-10.2","","-15.9","","-13.1","","31.1","","0.0","","0.0","","19.4","","17.6","","27","","5","","39",""
"1991-01-13","1991","01","13","","-8.0","","-18.9","","-13.5","","31.5","","0.0","","0.0","","0.0","T","0.0","T","33","","26","","33",""
"1991-01-14","1991","01","14","","-2.7","","-10.4","","-6.6","","24.6","","0.0","","0.0","","3.2","","3.0","","33","","","","<31",""
"1991-01-15","1991","01","15","","-0.1","","-6.0","","-3.1","","21.1","","0.0","","0.6","","1.2","","1.8","","33","","","","<31",""
"1991-01-16","1991","01","16","","2.5","","-6.6","","-2.1","","20.1","","0.0","","13.2","","1.2","","14.6","","28","","","","<31",""
"1991-01-17","1991","01","17","","1.5","","-3.5","","-1.0","","19.0","","0.0","","0.2","","1.2","","1.4","","26","","27","","33",""
"1991-01-18","1991","01","18","","-0.5","","-13.6","","-7.1","","25.1","","0.0","","0.0","","1.2","","1.2","","26","","28","","67",""
"1991-01-19","1991","01","19","","-8.4","","-17.6","","-13.0","","31.0","","0.0","","0.0","","1.4","","1.8","","26","","","","<31",""
"1991-01-20","1991","01","20","","2.4","","-17.0","","-7.3","","25.3","","0.0","","1.6","","0.0","T","1.6","","26","","3","","41",""
"1991-01-21","1991","01","21","","-16.6","","-22.5","","-19.6","","37.6","","0.0","","0.0","","0.0","","0.0","","24","","","","<31",""
"1991-01-22","1991","01","22","","-16.6","","-25.6","","-21.1","","39.1","","0.0","","0.0","","0.0","","0.0","","24","","","","<31",""
"1991-01-23","1991","01","23","","-3.6","","-17.6","","-10.6","","28.6","","0.0","","0.0","","0.8","","0.8","","24","","16","","35",""
"1991-01-24","1991","01","24","","-1.1","","-21.8","","-11.5","","29.5","","0.0","","0.0","","0.0","T","0.0","T","24","","24","","50",""
"1991-01-25","1991","01","25","","-18.7","","-26.5","","-22.6","","40.6","","0.0","","0.0","","0.0","","0.0","","24","","","","<31",""
"1991-01-26","1991","01","26","","-6.3","","-23.1","","-14.7","","32.7","","0.0","","0.0","","0.0","T","0.0","T","24","","","","<31",""
"1991-01-27","1991","01","27","","-1.6","","-8.3","","-5.0","","23.0","","0.0","","0.0","","1.6","","0.8","","25","","23","","37",""
"1991-01-28","1991","01","28","","1.2","","-4.6","","-1.7","","19.7","","0.0","","0.0","T","3.4","","2.6","","27","","25","","57",""
"1991-01-29","1991","01","29","","-0.3","","-13.5","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","26","","28","","44",""
"1991-01-30","1991","01","30","","-6.6","","-12.3","","-9.5","","27.5","","0.0","","0.0","","5.8","","5.2","","29","","","","<31",""
"1991-01-31","1991","01","31","","-7.9","","-15.8","","-11.9","","29.9","","0.0","","0.0","","3.2","","2.2","","32","","26","","52",""
